2018,285,Não,Não,Não,Sim,912500,2500,RSU e Estação de Tratamento de Esgoto,Franca,Em operação,-20.560737,-47.419676,SP
2018,286,Não,Sim,Não,Não,9548400,26160,RSU e Estação de Tratamento de Esgoto,São José dos Pinhais,Em operação,-25.515466,-49.214454,PR
2018,287,Não,Sim,Não,Não,938572,2571.4,Agropecuária,Brasília,Em operação,-15.62139,-47.651944,DF
2018,289,Não,Sim,Não,Não,521429,1428.6,Agropecuária,Pouso Alto,Em operação,-22.231378,-44.932396,MG
2018,292,Não,Sim,Não,Não,167602,459.2,Agropecuária,Abre Campo,Em operação,-20.2672,-42.4703,MG
2016,293,Não,Sim,Não,Não,469286,1285.7,Agropecuária,Lagoa Dourada,Em operação,-20.91472,-44.075278,MG
2017,294,Não,Sim,Não,Não,502807,1377.6,Agropecuária,Corinto,Em operação,-18.364444,-44.451944,MG
2018,296,Não,Sim,Não,Não,167602,459.2,Agropecuária,Piranga,Em operação,-20.68389,-43.296944,MG
2018,298,Não,Sim,Não,Não,167602,459.2,Agropecuária,Pinhalão,Em operação,-23.920556,-50.080278,PR
2018,300,Não,Sim,Não,Não,167602,459.2,Agropecuária,Santa Juliana,Em operação,-19.2458,-47.6122,MG
2018,301,Não,Sim,Não,Não,335204,918.4,Agropecuária,Colina,Em operação,-20.7044,-48.4831,SP
2018,302,Não,Sim,Não,Não,167602,459.2,Agropecuária,Coronel Macedo,Em operação,-23.6633,-49.2528,SP
